さそり Sasori (2008) ,魔法の絨毯,0.9825961995050665
超劇場版 ケロロ軍曹2 深海のプリンセスであります！ (2007) ,きらきら,0.9940536038789289
ソウ2 Saw II (2005) ,エメラルド,0.9962646180312373
奇跡のシンフォニー August Rush (2007) ,Pop Corn,0.9933420259908582
ホタルノヒカリ (2007) ,セイカツ,0.9964918184216871
きみはペット (2003) ,ポケットからきゅんです!,0.9851194659764708
どんど晴れ (2007) ,クリームソーダとシャンデリア,0.9964011828662751
シャカリキ！ Shakariki! (2008) ,食虫植物,0.9934177981714547
エクステ Exte (2007) ,ハルカ,1.0000000000000002
アコークロー Aco Crow (2007) ,Universe,0.9960015627099308
すずがくれた音 (2004) ,怪物,0.9985224881489417
キングダム ハーツ Kingdom Hearts (2002) ,I gotta go,0.9974879407914795
整形美人。 (2002) ,不完全モノクローグ,0.9908216307177139
コラソン de メロン (2008) ,輪廻転生,0.9895770942106827
ちびまる子ちゃん (1990) ,秒針を噛む,0.9969755809046044
おとうさん (2002) ,トーキョーゲットー,0.9983541601416535
おせん (2008) ,ラストダンス,0.9971056600242437
ブスの瞳に恋してる (2006) ,僕らまだアンダーグラウンド,0.9980829901459188
メメント Memento (2000) ,ナンセンス文学,0.9956949180828938
ペット・セメタリー Pet Sematary (1989) ,ドラマツルギー,0.9955006524124902
ひとりぼっちの君に (1998) ,あの娘シークレット,0.9972770916112665
誰にも言えない (1993) ,お気に召すまま,0.9963401394269142
時をかける少女 (2006) ,アスノヨゾラ哨戒班,0.9984451481117042
絶対彼氏～完全無欠の恋人ロボット (2008) ,妄想感傷代償連盟,0.9954286961892171
"魁!!男塾 SAKIGAKE!! OTOKOJUKU ""BE A MAN! SAMURAI SCHOOL"" (2008) ",雨とペトラ,0.9937729891841196
花より男子2(リターンズ) (2007) ,シャルル,0.9981787320377059
病院へ行こう！ (2006) ,からくりピエロ (feat. 洲崎綾),0.9933082038927961
ビー・バップ・ハイスクール BE-BOP-HIGHSCHOOL (2004) ,セツナトリップ,0.997428705135733
ちびまる子ちゃん (1990) ,太陽系デスコ,0.9988594660582104
TWO LOVE 二つの愛の物語/キャッチボール (2005) ,エイリアンエイリアン,0.998434399686066
ビッグウイング Big Wing (2001) ,天ノ弱,0.995912369473963
コード・ブルー～ドクターヘリ緊急救命～ Code Blue (2008) ,敗北の少年,0.998215972992616
ラフ Rough (2006) ,弱虫モンブラン,0.9982194510428617
大奥 第一章 (2004) ,千本桜 duet with 梶裕貴 feat. Koma’n,0.9973523477132847
お水の花道 ～女30歳ガケップチ～ (1999) ,ゴーストルール,0.9961792220931024
シムソンズ Sim Sons (2006) ,ロストワンの号哭(カバー),0.9961795602679743
湯けむりウォーズ (2005) ,六兆年と一夜物語,0.9933054603160819
劇場版 天元突破グレンラガン 紅蓮篇 (2008) ,拝啓ドッペルゲンガー,0.9929640480960317
美女か野獣 Beauty or Beast (2003) ,リモコン feat.いかさん(カバー),0.9982610819411373
電車男 (2005) ,ホシアイ,0.9980397667550904
ナニワ金融道6 (2005) ,妄想スケッチ(カバー) feat.ゆとたみん(ゆう十×ぐるたみん),0.9975048055514624
天使の涙 堕落天使 Fallen Angels (1995) ,夜明けと蛍,0.9912498189578697
劇場版 仮面ライダー響鬼(ヒビキ)と7人の戦鬼 (2005) ,だれかの心臓になれたなら,0.9931759103151488
お水の花道 ～女30歳ガケップチ～ (1999) ,Hoodstar,0.9936852438763063
インサイド・マン Inside Man (2006) ,Yokohama Walker,0.9928276425527842
ラフ Rough (2006) ,ヒプノシスマイク -Division Battle Anthem-,0.9979442502560147
山田太郎ものがたり (2007) ,DEATH RESPECT,0.9970198690230679
オトコの子育て (2007) ,ベイサイド・スモーキングブルース,0.9875802061543683
温泉へ行こう3 Let's go ONSEN 3 (2002) ,モザイクロール(カバー),0.9977113530329935
毎度おさわがせします (1985) ,ブリキノダンス,0.996990098680462
フレディVSジェイソン Freddy vs. Jason (2003) ,オレンジ,0.9948695315271601
冗談じゃない！ Jodan ja nai! (2007) ,ツギハギスタッカート,0.992231879037818
働きマン (2006) ,DAYBREAK FRONTLINE,0.9936995525507266
シュリ Shuri (1999) ,フラジール,0.9967456135164444
シュリ Shuri (1999) ,命ばっかり,0.99348589993394
クロコダイル・ダンディーin L.A. Crocodile Dundee in Los Angeles (2001) ,Kagerou Days,0.9910970108532559
戦国自衛隊1549 (2005) ,Kuusou Forest,0.9952972581654541
ビルと動物園 (2008) ,Children Record,0.9993508036098253
ナニワ金融道6 (2005) ,立ち入り禁止,0.9962539079015164
ブラザーズ＆シスターズ Brothers & Sisters (2006) ,マトリョシカ,0.9939042126647127
女刑事みずき～京都洛西署物語 (2005) ,ハッピーシンセサイザ,0.9976346414480958
1303号室 Apartment 1303 (2007) ,イカサマライフゲイム,0.9785274967073379
美女か野獣 Beauty or Beast (2003) ,シュガーソングとビターステップ,0.9983651080097851
恋におちたら～僕の成功の秘密～ (2005) ,ピースサイン (僕のヒーローアカデミア),0.9966513402403671
リアル鬼ごっこ (2008) ,ガムシャラ,0.9942581937621219
フルスイング (2008) ,天上天下,0.9966655459661289
ナースマン (2002) ,JUSTadICE,0.9963887978191396
交渉人～THE NEGOTIATIOR～ (2008) ,ロキ,0.9976836231632091
7人の女弁護士 (2006) ,命に嫌われている。,0.9986981828925338
湯けむりウォーズ (2005) ,デリヘル呼んだら君が来た,0.9929056688419834
ブラブラバンバン (2008) ,グランドエスケープ (Movie edit) feat.三浦透子 映画『天気の子』主題歌(バック演奏編),0.9865315989622288
ブラザー☆ビート Brother Beat (2005) ,愛にできることはまだあるかい,0.9893149675726447
ひとりぼっちの君に (1998) ,乙女解剖,0.9985109136496172
