痛いほどきみが好きなのに The Hottest State (2006) ,
北極のナヌー Arctic Tale (2007) ,「奇跡の星」手嶌葵
ゼロの使い魔～双月の騎士～ (2007) ,
アイドルワイルド Idlewild (2006) ,
のだめカンタービレ in ヨーロッパ Nodame Cantabile (2008) ,
吉宗 (2006) ,
大好き！五つ子Go3!! (2007) ,「I LOVE YOU！」ナスカ
GiNGA ジンガ Ginga: The Soul of Brasilian Football (2005) ,
噂のアゲメンに恋をした！ Good Luck Chuck (2007) ,
ブレイブ ワン The Brave One (2007) ,「Answer (アンサー)」Sarah McLachlan(サラ・マクラクラン) … 映画の最初と最後でも流れるもよう。アルバム「
黒い牡牛 The Brave One (1957) ,
怪奇大作戦 セカンドファイル (2007) ,「リアル」girls on the run(ガールズ・オン・ザ・ラン)
モーニング刑事(コップ)。抱いてHOLD ON ME！ (1998) ,
アメリカン・ギャングスター American Gangster (2007) ,
怪奇大作戦 (1968) ,
はぴはぴクローバー (2007) ,
いつみても波瀾万丈 (1992) ,
聖闘士星矢 Saint Seiya (1986) ,
聖闘士星矢 邪神エリス Saint Seiya (1987) ,
聖闘士星矢 真紅の少年伝説 Saint Seiya (1988) ,
聖闘士星矢 神々の熱き戦い Saint Seiya (1988) ,
聖闘士星矢 最終聖戦の戦士たち Saint Seiya (1989) ,
聖闘士星矢 冥王ハーデス十二宮編 Saint Seiya (2002) ,
聖闘士星矢 天界編 序奏～overture～ Saint Seiya (2004) ,
聖闘士星矢 冥王ハーデス冥界編 Saint Seiya (2005) ,
綾辻行人・有栖川有栖からの挑戦状/安楽椅子探偵登場 (1999) ,
綾辻行人・有栖川有栖からの挑戦状/安楽椅子探偵、再び (2000) ,
綾辻行人・有栖川有栖からの挑戦状/安楽椅子探偵の聖夜 消えたテディベアの謎 (2000) ,
綾辻行人・有栖川有栖からの挑戦状/安楽椅子探偵とUFOの夜 (2002) ,
綾辻行人・有栖川有栖からの挑戦状/安楽椅子探偵と笛吹家の一族 (2003) ,
インディアナポリスの夏/青春の傷痕 Going All the Way (1997) ,
ホワイト・サンズ White Sands (1992) ,
ブラインドサイト～小さな登山者たち～ Blindsight (2006) ,
2000人の狂人 (マニアック2000) Two Thousand Maniacs! (2000 Maniacs) (1964) ,
コロンバインの空に コロンバイン高校事件を乗り越えて Dawn Anna (2005) ,
ノートに眠った願いごと Traces of Love (2006) ,
奇跡の動物園2007～旭山動物園物語～ (2007) ,
アジアクロスロード Asia Crossroads (2007) ,
映画 Yes！プリキュア5 鏡の国のミラクル大冒険！ (2007) ,
ザ・ボディガード The Body-Guard (1974) ,
転々－てんてん－ (2007) ,
ザ・ゴリラ7 (1975) ,
小さな唇 Piccole labbra (Little Lips) (1978) ,
ヴァネッサ 小さな唇 Vanessa (1977) ,
ロスト・ユニバース Lost Universe (1998) ,
ロストユニバース/魔宮伝説からの脱出 Prisoners of the Lost Universe (1983) ,
血まみれギャングママ Bloody Mama (1970) ,
スイッチを押すとき (2006) ,「車窓」オトナモード
ウルヴァリン: X-MEN ZERO X-Men Origins: Wolverine (2009) ,
Mayu -ココロの星- (2007) ,「何度でも」Dreams Come True
女は二度生まれる (1961) ,
ひつじのショーン Shaun the Sheep (2007) ,
ハロウィン Halloween (2007) ,
HEROES/ヒーローズ (2006) ,
ザ・マジックアワー The Magic Hour (2008) ,
大好き！五つ子5 (2003) ,
大好き！五つ子4 (2002) ,「真夏の天使」山田孝之
大好き！五つ子3 (2001) ,「パーティータイム～夏編～」三角堂
大好き！五つ子2 (2000) ,「step by step」RRR
大好き！五つ子 (1999) ,「extra fresh」田村直美
豪華客船ゴライアス号の奇跡 Goliath Awaits (1981) ,
フロストバイト Frostbiten (2006) ,
こわい童謡 表の章 (2007) ,「Amnesia」志方あきこ
こわい童謡 裏の章 (2007) ,「拍動」キリト
電影版 獣拳戦隊ゲキレンジャー ネイネイ！ ホウホウ！ 香港大決戦 (2007) ,
消えた天使 The Flock (2007) ,
彩恋 SAI-REN (2007) ,
天元突破グレンラガン (2007) ,
包帯クラブ (2007) ,
自虐の詩 (2007) ,「海原の月」安藤裕子
ポリネシアの伝説～少年は海を渡る～ The Legend of Johnny Lingo (2003) ,
重犯罪特捜班/ザ・セブン・アップス The Seven-Ups (1973) ,
ヘラクレス Hercules (1983) ,
ジョルジュ・ガルヴァランツ～オリジナル・サウンドトラック作品集 (2000) ,
シャルル・アズナヴール&ジョルジュ・ガルヴァランツ 作品集 (2001) ,
やじきた道中 てれすこ (2007) ,
人が人を愛することのどうしようもなさ (2007) ,
メイド・イン・ヘブン～ブルジョワ満子の優雅なお仕事～ (2006) ,
ワルボロ (2007) ,「ギリギリガガンガン」ザ・クロマニヨンズ
サッド ヴァケイション Sad Vacation (2007) ,
ロング・ウェディングロード！～東京VS大阪ワケアリ婚物語 (2007) ,
恋人 (2006) ,
伝染歌 (2007) ,「僕の花」五井道子 
山田太郎ものがたり～貧窮貴公子～ (2001) ,
ペリーヌ物語 (1978) ,
ペリーヌ物語 (1990) ,
Palm Beach (1979) ,
パームビーチ・ストーリー The Palm Beach Story (1942) ,
MIXTAPE ミックステープ (2006) ,
ビースティ・ボーイズ 撮られっぱなし天国 Awesome; I Fuckin' Shot That! (2006) ,
PETBOX ペットボックス/コトリタチノ楽園 (2006) ,
PETBOX ペットボックス/トカゲ飛んだ？ (2006) ,
PETBOX ペットボックス/かべちょろ家守 (2006) ,
PETBOX ペットボックス/因幡の白うさぎ (2006) ,
PETBOX ペットボックス/ネコと金魚の恋物語 (2006) ,
PETBOX ペットボックス/一億の猫 (2006) ,
シルバー仮面 (1971) ,
シルバー仮面ジャイアント (1972) ,
サン・ジャックへの道 Saint-Jacques... La Mecque (2005) ,
"合併結婚 Yours, Mine and Ours (1968) ",
有言実行三姉妹(シスターズ)シュシュトリアン (1993) ,
激走戦隊カーレンジャー (1996) ,
激走戦隊カーレンジャーVSオーレンジャー (1997) ,
百獣戦隊ガオレンジャーVSスーパー戦隊 (2001) ,
ブラッド Rise: Blood Hunter (2007) ,
スーパードッグ エア・バディ/ベースボールで一発逆転！ Air Bud: Seventh Inning Fetch (2002) ,
スーパードッグ エア・バディ/ビーチバレーで危機一髪！ Air Bud: Spikes Back (2003) ,
ズールー大戦争 Shaka Zulu: The Citadel (2001) ,
ズールー戦争/野望の大陸 Zulu Dawn (1979) ,
闘神伝説シャカ・ズールー Shaka Zulu (1986) ,
スターマン Starman (1986) ,
ジャッジ～島の裁判官 奮闘記～ (2007) ,「路の途中」中孝介
機動戦士ガンダムOO(ダブルオー) (2007) ,
D・N・A2～何処かで失くしたあいつのアイツ～ (1994) ,
D・N・A2 (1995) ,
劇場版 仮面ライダー555(ファイズ) パラダイス・ロスト (2003) ,
仮面ライダー555(ファイズ) (2003) ,
伊豆の踊子 (1974) ,
しあわせの一番星 (1974) ,
絶唱 (1975) ,
伊豆の踊子 (1960) ,
伊豆の踊子 (1963) ,
伊豆の踊子 (1954) ,
潮騒 (1975) ,
インベージョン The Invasion (2007) ,
The Last Legion (2007) ,
学校の都市伝説 トイレの花子さん (2007) ,
ダンボールハウスガール (2001) ,
カレイドスター ぐっどだよ！ ぐぅーっど！ (2006) ,
ベオウルフ Beowulf & Grendel (2005) ,
アルマゲドン2007 Earthstorm (2006) ,
ソーラー・ストライク Solar Strike (2005) ,
ソーラー・ストライク セカンド・メルトダウン Meltdown (2006) ,
ディープ・レスキュー Deep Rescue (2005) ,
ボルケーノ in N.Y. Disaster Zone: Volcano in New York (2006) ,
破壊神 Cry of the Winged Serpent (2006) ,
バイオハザード3077 Millennium Crisis (2007) ,
ヒューマノイド Displaced (2006) ,
合衆国壊滅/M(マグニチュード)10.5 (2004) ,
合衆国壊滅 II/再襲来！M(マグニチュード)10.5 10.5: Apocalypse (2006) ,
アフターショック/ニューヨーク大地震 Aftershock: Earthquake in New York (1999) ,
クラッシャー/大津波 Tidal Wave: No Escape (1997) ,
壊滅暴風圏/カテゴリー6 Category 6: Day of Destruction (2004) ,
壊滅暴風圏 II/カテゴリー7 Category 7: The End of the World (2005) ,
星雲仮面マシンマン (1984) ,
円盤皇女ワるきゅーレ 星霊節の花嫁 (2005) ,
円盤皇女ワるきゅーレ 時と夢と銀河の宴 (2006) ,
風立ちぬ (1976) ,
風立ちぬ (2001) ,
"マイ･ボス マイ･ヒーロー2 リターンズ My Boss, My Hero2 (2006) ",
湾岸ミッドナイト (2007) ,
東京攻略 Tokyo Raiders (2000) ,
ソウル攻略 Seoul Raiders (2005) ,
スペース・レイダース Space Raiders (1983) ,
アマゾネス Le Guerriere dal seno nudo (The Amazons) (1973) ,
大いなる休暇 La Grande Seduction (Seducing Doctor Lewis) (2003) ,
女体拷問人アマゾネス Women in Cellblock 9 (1977) ,
女体拷問人アマゾネス2 Barbed Wire Dolls (1975) ,
柔肌 Jack the Ripper (1976) ,
ヴィゴ/カメラの前の情事 Vigo (1998) ,
アタラント号 L'Atalante (1934) ,
キャロルの初恋 El Viaje de Carol (Carol's Journey) (2002) ,
惨劇の週末 El Arte de morir (The Art of Dying) (2000) ,
ウィスキー Whisky (2004) ,
デス・プルーフ in グラインドハウス Death Proof in Grindhouse (2007) ,
オー！サラ (2005) ,
愛の記憶 (2007) ,
The King of Kong: A Fistful of Quarters (2007) ,
Lovely & Amazing (2001) ,
セックス・アンド・マネー Friends with Money (2006) ,
歪んだエンロン～虚栄の崩壊～ The Crooked E: The Unshredded Truth About Enron (2003) ,
ザ・コーポレーション The Corporation (2003) ,
あなたにムチュー Mad About You (1992) ,
わんぱくフリッパー Flipper (1964) ,
フリッパー Flipper (1963) ,
フリッパー Flipper (1995) ,
頑張れフリッパー Flipper's New Adventure (1964) ,
象の背中 (2007) ,「最期の川」ケミストリー
レストストップ デッドアヘッド Rest Stop (2006) ,
サブライム-白衣に潜む狂気- Sublime (2007) ,
U.S.シールズ U.S. Seals (1999) ,
DEATH NOTE  デスノート ディレクターズカット完全決着版～リライト・幻視する神～ (2007) ,
ミヨリの森 (2007) ,「ミヨリの森」元ちとせ
春の居場所 (2006) ,
雪之丞変化 (1963) ,
雪之丞変化 (1959) ,
僕のピアノコンチェルト Vitus (2006) ,
山の焚火 Alpine Fire (1985) ,
チャプター27 Chapter 27 (2007) ,
厨房で逢いましょう Eden (2006) ,
忍たま乱太郎 (1993) ,
映画 忍たま乱太郎 (1996) ,
犬死にせしもの (1986) ,
ダイアモンドは傷つかない (1982) ,
沙耶のいる透視図 (1986) ,
聖獣学園 (1974) ,
夢で逢えたら (1989) ,
ONCE ダブリンの街角で (2006) ,
キャプティビティ Captivity (2007) ,
銀河鉄道物語～忘れられた時の惑星～ (2007) ,
ルパン・ザ・ベスト LUPIN The Best (2007) ,
ルパン三世 オリジナル・サウンドトラック(紙ジャケット仕様) (2007) ,
ルパン三世～ルパンには死を、銭形には恋を～ (2007) ,
ルパン三世のテーマ (2005) ,
「ルパン三世」ベスト・コレクション (1986) ,
気になる嫁さん (1971) ,
パパと呼ばないで (1972) ,
おひかえあそばせ (1971) ,
雑居時代 (1973) ,
水もれ甲介 (1974) ,
気まぐれ天使 (1976) ,
気まぐれ本格派 (1977) ,
気まぐれ天使 The Bishop's Wife (1947) ,
おふくろさん (1975) ,
相棒6 (2007) ,
歌姫 (2007) ,「青春(SEISYuN)」TOKIO(歌)、長渕剛(作詞・作曲)
愛の迷宮 (2007) ,「月ノ涙」織田哲郎
千の風になってドラマスペシャル はだしのゲン (2007) ,
千の風になってドラマスペシャル 家族へのラブレター (2007) ,
千の風になってドラマスペシャル ゾウのはな子 (2007) ,
土曜ワイド劇場 (1977) ,
アルバイト探偵(アイ)/100万人の標的 (2005) ,
serial experiments lain (1998) ,
NieA_7 (2000) ,
野良猫ロック セックス・ハンター (1970) ,
不良少女 魔子 (1971) ,
野獣狩り (1973) ,
劇場版 『BLEACH ブリーチ』 The DiamondDust Rebellion もう一つの氷輪丸 (2007) ,「光のロック」サンボマスター
バトルフィーバーJ (1979) ,
バトルフィーバーJ ロボット大空中戦 (1979) ,
トウキョウ・リアル Tokyo Real (2007) ,
女体拷問収容所 ラブ・キャンプ Frauen im Liebeslager (Love Camp) (1977) ,
女体拷問人グレタ Greta - Haus ohne Manner (1977) ,
華麗なるギャツビー The Great Gatsby (2000) ,
はじまりはキッスから Just a Kiss (2002) ,
天使のたまご (1985) ,
百年恋歌 Three Times (2005) ,
スクールデイズ School Days (2007) ,
スクール・デイズ (1995) ,
パラダイス！ The Odd One Dies (1997) ,
シューテム・アップ Shoot 'Em Up (2007) ,
モーテル Vacancy (2007) ,
ルームメイト2 Single White Female 2: The Psycho (2005) ,
噛む女/ブロンドの誘惑に秘められた罠 Double Cross (1994) ,
Better Than Chocolate (1999) ,
噛む女 (1988) ,
アズールとアスマール Azur et Asmar (2006) ,
郵便屋 Fermo posta Tinto Brass (P.O. Box Tinto Brass) (1995) ,
背徳小説 L' Uomo che guarda (The Voyeur) (1994) ,
怪獣大決戦ヤンガリー 2001 Yonggary (1999) ,
魔法少女リリカルなのはStrikerS (2007) ,
魔法少女リリカルなのはA's (2005) ,
魔法少女リリカルなのは (2004) ,
神曲奏界ポリフォニカ (2007) ,
フタコイ オルタナティブ (2005) ,
H2 (1995) ,
スローステップ (1991) ,
ナイン (1983) ,
ナイン2 恋人宣言 (1983) ,
ナイン 完結編 (1984) ,
陽あたり良好！ (1982) ,
陽あたり良好！ KA・SU・MI 夢の中に君がいた (1988) ,
みゆき (1983) ,「想い出がいっぱい」H2O
タッチ(21st century ver.) (2007) ,
だから青春 泣き虫甲子園 (1983) ,
長江哀歌(エレジー) Still Life (2006) ,
エクスマキナ Ex Machina (2007) ,
スプリング☆デイズ Spring Days (2007) ,「いつかきっと･･･」あかなぎ(岡田茜とあべなぎさ)
純愛 JUN-AI (2007) ,「INORI」ATSUSHI(佐藤篤志/EXILE)
たとえ世界が終わっても Cycle Soul Apartment (2007) ,
チャーリーとパパの飛行機 L'Avion (2005) ,
機動戦士ガンダムSEED C.E.73 STARGAZER (2006) ,
アリア・ジ・オーブイエー～アリエッタ～ ARIA The OVA ～ARIETTA～ (2007) ,
スカイ・ハイ The Man from Hong Kong (1975) ,「Sky High(スカイ・ハイ)」Jigsaw(ジグソー)
皇帝密使 (1984) ,
聖戦 Undeclared War (1990) ,
片腕ドラゴン (1972) ,
兜王ビートル (2005) ,「いざ行け！ビートル」サイキックラバー
ドカベン (1976) ,
ドカベン (1977) ,
つむぎ (2004) ,
せつな (2005) ,
卑猥 hiwai (2005) ,
ところてんの女 (2006) ,
究極超人あ～る (1991) ,
宇宙刑事シャリバン (1983) ,
君がくれた夏 ガンと闘った息子の730日 (2007) ,
太平洋奇跡の作戦 キスカ (1965) ,
ジェーン・バーキン in シンデレラ Cinderella (2000) ,
超人機メタルダー (1987) ,
超人機メタルダー (1987) ,
人造人間キカイダー (1972) ,
飛びだす人造人間キカイダー (1973) ,
キカイダー01 (1973) ,
キカイダー01 THE ANIMATION (2001) ,
宇宙刑事ギャバン (1982) ,
機動刑事ジバン (1989) ,
機動刑事ジバン 大爆発！！恐怖の怪物工場 (1989) ,
巨獣特捜ジャスピオン (1985) ,
世界忍者戦ジライヤ (1988) ,
特警ウインスペクター (1990) ,
特救指令ソルブレイン (1991) ,
特捜エクシードラフト (1992) ,
プリンセス・プリンセス (2006) ,
サイレント・ランニング Silent Running (1972) ,
SOUL TRAIN ソウルトレイン (2006) ,「アストロスライダー」FLOW
MAY be Happy～本当にカフェで起きたいいお話～ (2007) ,
悪魔たち 天使たち Steal Big Steal Little (1995) ,
レッドロック/裏切りの銃弾 Red Rock West (1992) ,
超人バロム・1(ワン) (1972) ,
変身忍者 嵐 (1972) ,
ゴワッパー5ゴーダム (1976) ,
科学忍者隊ガッチャマンII (1978) ,
科学忍者隊ガッチャマン F(ファイター) (1979) ,
科学忍者隊ガッチャマン (1978) ,
GATCHAMAN ガッチャマン (1994) ,
新造人間キャシャーン (1973) ,
キャシャーン (1993) ,
夜空に星のあるように Poor Cow (1967) ,
スターダスト Stardust (2007) ,「Rule the World(ルール・ザ・ワールド)」Take That(テイク・ザット) … アルバム「
Fireflies (2004) ,
愛の言霊 (2007) ,「eve」徳山秀典(歌)、MOKU(作詞・作曲・編曲) … アルバム「score BeAT」に収録。
スキヤキ・ウエスタン ジャンゴ Sukiyaki Western Django (2007) ,「ジャンゴ」北島三郎
スクールランブル OVA 一学期補習 (2005) ,
ピンクパンサー2 Pink Panther 2 (2009) ,
The Rhythmatist (1985) ,
ハンティング・パーティ～CIAの陰謀～ The Hunting Party (2007) ,
さらば荒野 The Hunting Party (1971) ,
エル・カンタンテ El Cantante (2006) ,
As You Like It (2006) ,
愛憎の曲 Deception (1946) ,
The War (2007) ,
イースタン・プロミス Eastern Promises (2007) ,
ジプシーのとき Dom za vesanje (Time of the Gypsie) (1988) ,
ブラッド・スポーツ Bloodsport (1988) ,
ブラッド・スポーツ2 Bloodsport 2 (1996) ,
ブラッド・スポーツ3 Bloodsport III (1997) ,
ブラッド・スポーツ4 Bloodsport: The Dark Kumite (1999) ,
El Greco (2007) ,
エル・グレコ El Greco (1966) ,
Fracture (2007) ,
つぐない Atonement (2007) ,
最凶家族計画 The Brothers Solomon (2007) ,
ケンコー全裸系水泳部ウミショー (2007) ,
一騎当千 Dragon Destiny (2007) ,MAI - AMI
ちょびっツ Chobits (2002) ,
魔法にかけられて Enchanted (2007) ,
BLUE (2006) ,
BLUE 197X (2006) ,
おじさん天国 (2006) ,
プリズンオークション Rage of the Innocents (2000) ,
プリズンオークション2 Dakota Bound (2001) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラ (1991) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラ EARLYDAYS RENEWAL (1996) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラZERO (1994) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラ グラフィティ (1992) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラ11(ダブルワン) (1992) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラSAGA (1996) ,
新世紀GPX(フューチャーグランプリ)サイバーフォーミュラSIN (1998) ,
あなた好みの (1969) ,
オクトパス Octopus (2000) ,
オクトパス IN N.Y. Octopus 2: River of Fear (2001) ,
オフサイド・ガールズ Offside (2006) ,
ボンボン Bombon: El Perro (2004) ,
ルーツ・タイム Roots Time (2006) ,
セキ☆ララ (2006) ,
BOYS LOVE 劇場版 (2007) ,「真空の魚」
となりの801ちゃん (2007) ,
立つどうぶつ物語 (2005) ,「ネコに風船」大塚愛
Bye Bye Blackbird (2004) ,
ワン・デイ・イン・ヨーロッパ One Day in Europe (2005) ,
撲殺天使ドクロちゃん (2005) ,
撲殺天使ドクロちゃん2(セカンド) (2007) ,
大魔法峠 (2006) ,
苺ましまろ～アニメーション (2007) ,
ナースウィッチ小麦ちゃん マジカルて (2002) ,
ナースウィッチ小麦ちゃん マジカルてZ (2004) ,
フルメタル・パニック！ Full Metal Panic (2002) ,
フルメタル・パニック？ふもっふ Full Metal Panic Fumoffu (2003) ,
フルメタル・パニック！The Second Raid Full Metal Panic The Second Raid (2005) ,
フルメタル・パニック！The Second Raid 特別版OVA 「わりとヒマな戦隊長の一日」 Full Metal Panic The Second Raid (2006) ,
地球が静止する日 The Day the Earth Stood Still (2008) ,
Shanghai Kiss (2007) ,
レディ・ウェポン ZERO Women on the Run (1993) ,
レディ・ウェポン リターンズ Conspiracy (2000) ,
レディ・ウェポン Running Delilah (1994) ,
ジェネックスコップ2 Gen-Y Cops (2000) ,
ジェネックス・コップ Gen-X Cops (1999) ,
マギー・Q マンハッタン・ミッドナイト Manhattan Midnight (2001) ,
ロック・ネス Beneath Loch Ness (2001) ,
ザ・コンタクト Groom Lake (The Visitor) (2002) ,
メタモルフォーゼ Threshold (2003) ,
バレットダウン Moscow Heat (2004) ,
マジック・キッチン Magic Kitchen (2004) ,
機獣新世紀ゾイド (ZOIDS ゾイド) (1999) ,
ゾイド新世紀/ゼロ (2001) ,「NO FUTURE」相川七瀬
ゾイド フューザーズ ZOIDS FUZORS (2004) ,
ウェズリー・スナイプス ハード・ラック Hard Luck (2006) ,
ジャン＝クロード・ヴァン・ダム ザ・ディフェンダー The Hard Corps (2006) ,
キル・ミー・ブロンド All Babes Want to Kill Me (2005) ,
L.I.N.X. (2000) ,
予備校ブギ (1990) ,
真昼の月 (1996) ,「あなたにいてほしい」スウィング・アウト・シスター
あの日の僕をさがして (1992) ,「TOMORROW TODAY(トゥモロウ・トゥデイ)」Gilbert O'Sullivan(ギルバート・オサリバン)
ママハハ・ブギ (1989) ,
ピカチュウのわんぱくアイランド (2006) ,
アスファルトの男 (1995) ,
太陽が昇る日 (1992) ,
スイート・チャリティ Sweet Charity (1969) ,
超立体映画 ゾンビ3D Night of the Living Dead 3D (2006) ,
La Vie d'artiste (2007) ,
ダージリン急行 The Darjeeling Limited (2007) ,
Dr.HOUSE/ドクター・ハウス House M.D. (2004) ,
アクロス・ザ・ユニバース Across the Universe (2007) ,
燃えよ！ピンポン Balls of Fury (2007) ,
幸せになるための10のバイブル The Ten (2007) ,
私がクマにキレた理由(わけ) The Nanny Diaries (2007) ,
ブロークン・イングリッシュ Broken English (2007) ,
ライセンス・トゥ・ウェディング License to Wed (2007) ,
Wild Tigers I Have Known (2006) ,
Clubland (Introducing the Dwights) (2007) ,
働きマン (2007) ,「浮世CROSSING」UVERworld
ハタチの恋人 (2007) ,「恋ってカンジ!?」ザ・ピペッツ
SP(エスピー) 警視庁警備部警護課第四係 (2007) ,「way of life」V6
死化粧師(しげしょうし)～エンバーマー間宮心十郎～ (2007) ,「ココロの鍵」より子
医龍～Team Medical Dragon2～ (2007) ,「ONE」AI
ジョシデカ！－女子刑事－ (2007) ,「小さな掌(てのひら)」Aqua Timez
ジム・キャリーINハイ・ストラング High Strung (1991) ,
深津絵里のblack comedy ブラコメ (2006) ,
恋の潜伏捜査 She's on Duty (2005) ,
乾パン先生とこんぺいとう (2005) ,
明日は愛 (1992) ,
恋の香り (1994) ,
恋の香り Scent of Love (2003) ,
裸の大将～放浪の虫が動き出したので～ (2007) ,「野に咲く花のように」槇原敬之
泥だらけの純情 (1977) ,
泥だらけの純情 (1963) ,
黒澤明ドラマスペシャル 第二夜 生きる (2007) ,
黒澤明ドラマスペシャル 第一夜 天国と地獄 (2007) ,
二夜連続ドラマスペシャル「輪違屋糸里」～女たちの新選組～ (2007) ,
黒い警察 La Polizia ringrazia (Execution Squad) (1972) ,
HAND MAID メイ Hand Maid May (2000) ,
HAND MAID マイ Hand Maid Mai (2002) ,
フランケンシュタイン Frankenstein (2004) ,
プレシディオ殺人事件 Murder at the Presidio (2005) ,
ミステリアス・アイランド Mysterious Island (2005) ,
ワックス・ワーク Waxwork (1988) ,
ファイナル・エクソシスト/悪魔の封印 The Unholy (1988) ,
レディ・ダルタニアン/新・三銃士 La Femme Musketeer (2004) ,
エクスカリバーII 伝説の聖杯 Merlin's Apprentice (2006) ,
歓喜の歌 (2008) ,
エアギター エピソード ゼロ Air Guitar Nation (2006) ,
大島ミチル～テレビ音楽ベスト～ Michiru Oshima TV Music Best (2007) ,
サウスバウンド Southbound (2007) ,「永遠の詩」中島美嘉
おいしいごはん！鎌倉・春日井米店 (2007) ,「青い鳥」COLOR
大ちゃん、だいすき。 (2007) ,
こんにちは、母さん (2007) ,
私は貝になりたい (2007) ,「ゆれる」JONTE
私は貝になりたい (2008) ,「花の匂い」Mr.Children
ミルコのひかり Rosso come il cielo (Red Like the Sky) (2006) ,
GROW 愚郎 (2007) ,
しあわせになろうね 極道解散！ (1999) ,
棚の隅 (2007) ,「つまらない世界」榊いずみ
ミリキタニの猫 The Cats of Mirikitani (2006) ,
真・女立喰師列伝 The Women of Fast Food (2007) ,「ヒメゴト」樹海
女立喰師列伝 ケツネコロッケのお銀 -パレスチナ死闘篇- (2006) ,
恋愛百景 (2007) ,
キングダム/見えざる敵 The Kingdom (2007) ,
The Sixth Element (2008) ,
Ripley's Believe It or Not! (2010) ,
ミスト The Mist (2007) ,
北京バイオリン (2004) ,
夜の上海 The Longest Night in Shanghai (2007) ,
爆丸バトルブローラーズ (2007) ,
東京魔人學園剣風帖 龍龍(トウ) (2007) ,
クラッシュギアNitro(ニトロ) (2003) ,
激闘！クラッシュギアTURBO(ターボ) (2001) ,
激闘！クラッシュギアTURBO カイザバーンの挑戦 (2002) ,
ジャッキー・チェン ザ・ベスト・アルバム (2006) ,
エンター・ザ・フェニックス Enter the Phoenix (2004) ,
ドラゴン・プロジェクト House of Fury (2005) ,
奇跡のシンフォニー August Rush (2007) ,「Raise It Up」
君のためなら千回でも The Kite Runner (2007) ,
Wristcutters: A Love Story (2006) ,
ヒートアイランド Heat Island (2007) ,「ヒートアイランド」ROCK'A'TRENCH(ロッカトレンチ)
黒帯 KURO-OBI (2007) ,
ジキルとハイド (1973) ,
ジキルとハイド Edge of Sanity (1989) ,
アフリカ大空輸 The Hell with Heroes (1968) ,
Mr.マーダー［完全版］悪夢のクローン計画 Mr. Murder (1998) ,
トランスフォーマー スーパーリンク (2004) ,
暴力教室 (1976) ,
俺達に墓はない (1979) ,
ヨコハマBJブルース (1981) ,松田優作
コマンダンテ Comandante (2003) ,
FNS地球特捜隊ダイバスター Dybastar (2005) ,
ベッドタイム・ストーリー Bedtime Stories (2008) ,
幸せのルールはママが教えてくれた Georgia Rule (2007) ,
Lair (2007) ,
サイボーグ2 Cyborg 2 (1993) ,
MAR-メルヘヴン- (2005) ,
ノックは無用 Don't Bother to Knock (1952) ,
ハーディ・ボーイズ＆ナンシー・ドルー The Hardy Boys/Nancy Drew Mysteries (1977) ,
おてんば探偵ナンシー・ドリュー Nancy Drew (2002) ,
白い酋長 Lo Sceicco bianco (The White Sheik) (1952) ,
アンダーカヴァー We Own the Night (2007) ,
Randy and the Mob (2006) ,
The Buddha of Suburbia (1993) ,
C.R.A.Z.Y. (2005) ,
Milarepa (2006) ,
The Believer (2001) ,
Dan in Real Life (2007) ,
Why Did I Get Married? (2007) ,
Deadliest Catch: Crab Fishing in Alaska (2005) ,
フィール・ザ・ノイズ Feel the Noise (2007) ,
Sea of Dreams (2005) ,
ファンタジー・ファクトリー The Dust Factory (2004) ,
インフェルノ・ビロウ Marcinelle (Inferno Below) (2003) ,
フェリーニ 大いなる嘘つき Fellini: I'm a Born Liar (2002) ,
愛と暗殺のタンゴ Assassination Tango (2002) ,
濡れた貴婦人 Ars amandi (The Art of Love) (1983) ,
ラ・マスケラ La Maschera (1988) ,
Xica da Silva (1996) ,
Deal (2007) ,
"ラスト、コーション Lust, Caution (2007) ",
フィクサー Michael Clayton (2007) ,
The Trials of Darryl Hunt (2006) ,
ジョーン・バエズ/心の旅 Carry It On (2007) ,
ディメンシャ13 Dementia 13 (1963) ,
Les Chansons d'amour (Love Songs) (2007) ,
"幸せになるための恋のレシピ Ensemble, c'est tout (2007) ",
風の果て (2007) ,
ふみ子の海 (2007) ,
サルバドールの朝 Salvador (Puig Antich) (2006) ,
おじいさん先生 熱闘篇 (2007) ,「おじいさん先生」SAKEROCK
にゃんこ THE MOVIE (2006) ,「CAN'T TAKE MY EYES OFF YOU(君の瞳に恋してる)」BOYS TOWN GANG(ボーイズ・タウン・ギャング) … アルバム「
にゃんこ THE MOVIE 2 (2007) ,「The Little Life」S.E.N.S.
オーガニック・スタイル 日向敏文 the BEST～In the Twilight～ (2007) ,
オーガニック・スタイル 中西俊博 the BEST (2007) ,
オーガニック・スタイル クライズラー&カンパニー the BEST (2007) ,
オーガニック・スタイル Arico～bitter&sweet (2007) ,
オーガニック・スタイル 村松 健 森と海のあいだ (2007) ,
オーガニック・スタイル 溝口肇 the BEST (2007) ,
