エビータ Evita (1996) ,You Must Love Me,マドンナ(唄)、アンドリュー・ロイド・ウェバー(作曲) … 第69回アカデミー賞で主題歌賞を受賞。
デッドコースター (ファイナル・デスティネーション2) Final Destination 2 (2003) ,My Name Is Death(マイ・ネーム・イズ・デス),Jude Christodal … リリースされてなさそう？入手は難しそうです。
真夜中の雨 (2002) ,そんなもんだろう,織田裕二(歌)、ASKA(作詞・作曲)、松本晃彦(編曲)
T.R.Y.(トライ) ～ 華麗なる賭け (2003) ,We can be Heroes,織田裕二
始皇帝暗殺 The Assassin (1999) ,PRIVATE PARADISE,Ring
犬夜叉 鏡の中の夢幻城 (2002) ,Grip!,Every Little Thing
高校教師 (1993) ,ぼくたちの失敗,森田童子
Summer Snow (2000) ,夏の王様,KinKi Kids
聖者の行進 (1998) ,糸,「命の別名」中島みゆき
ブランド (2000) ,Goodbye Yesterday,今井美樹
ピカレスク －人間失格－ (2002) ,,
ショムニ (1998) ,素直なままで,IZAM with ASTRAL LOVE
ショムニ2 (2000) ,ゴーイングmy上へ,SURFACE
ショムニ FINAL (2002) ,太陽は沈まない,THE ALFEE
熱烈的中華飯店 (2003) ,Rainbow,Sowelu
さよなら、小津先生 (2001) ,おやすみなさい,aiko
サトラレ (2002) ,逢いたい気持ち,GLAY
刑事★イチロー (2003) ,いつか,GLAY
晴れ着、ここ一番 (2000) ,Dream Seeker,竹内まりや
高校教師 (2003) ,ぼくたちの失敗,森田童子
最後の弁護人 (2003) ,Baby don't cry,hiro
ダブルスコア DOUBLE SCORE (2002) ,It Takes Two,CHEMISTRY
ショカツ (2000) ,愛はヌード,TOKIO
リング0 ～バースデイ～ (2000) ,finale,L'Arc～en～Ciel
シベリア超特急 Siberian Express (1996) ,眠らないロマンス,藤吉じゅん(唄)、水野晴郎(作詞)
刑事ナッシュ・ブリッジス Nash Bridges (1996) ,I Got a Friend You,Gigi Worth … リリースはされてないもようです。
翼をください！ (1996) ,EVER&amp;EVER,内田有紀&amp;mc.A.T.
GOOD LUCK!! (2003) ,RIDE ON TIME,山下達郎
時をかける少女 (1983) ,時をかける少女,原田知世(歌)、松任谷由実(作詞・作曲)、松任谷正隆(編曲)
ねらわれた学園 (1981) ,守ってあげたい,松任谷由実
時をかける少女 (1997) ,"夢の中で～We are not alone, forever",「時のカンツォーネ」松任谷由実
9時から5時まで Nine to Five (1980) ,Nine To Five,Dolly Parton(ドリー・パートン)
卒業 The graduation (2003) ,THE WAY WE WERE,鈴木博
デッサン (1997) ,シンシア,原田知世
踊る大捜査線 THE MOVIE2 レインボーブリッジを封鎖せよ！ BAYSIDE SHAKEDOWN2 (2003) ,Love Somebody[CINEMA Version II],織田裕二 featuring MYA
美女か野獣 Beauty or Beast (2003) ,銀河と迷路,東京スカパラダイスオーケストラ
僕の生きる道 (2003) ,世界に一つだけの花,SMAP
ちゅらさん2 (2003) ,琉球ムーン,国仲涼子 … MAXIシングル、アルバム「ふるさと」に収録。
ちゅらさん (2001) ,Best Friend,Kiroro
竹取物語 Princess From The Moon (1987) ,STAY WITH ME,Peter Cetera(ピーター・セテラ)
天河伝説殺人事件 (1991) ,天河伝説殺人事件,関口誠人
殴る女 (1998) ,終わりなき旅,Mr.Children
マルサ!!東京国税局調査部 (2003) ,GET HAPPY,星村麻衣
天気予報の恋人 (2000) ,SEASONS,浜崎あゆみ
眠れぬ夜を抱いて (2002) ,Forever to me～終わりなき悲しみ～,the brilliant green
この世の果て (1994) ,OH MY LITTLE GIRL,尾崎豊
歓楽通り Rue Des Plaisirs (2002) ,C'etait ecrit(手のひらに書いてあったから),Laetitia Casta(レティシア・カスタ)
麗しのサブリナ Sabrina (1954) ,La Vie En Rose(バラ色の人生),Audrey Hepburn(オードリー・ヘプバーン)
ぼくの魔法使い (2003) ,アイ・ラヴ・ユー,BREATH
あずみ (2003) ,ねがい,我那覇美奈
池袋ウエストゲートパーク Ikebukuro West Gate Park (2000) ,忘却の空,Sads
顔 (2003) ,君があなたが,Nao
名探偵コナン 迷宮の十字路(クロスロード) (2003) ,Time after time ～花舞う街で～,倉木麻衣
名探偵コナン 14番目の標的 (1998) ,少女の頃に戻ったみたいに,ZARD
名探偵コナン 天国へのカウントダウン (2001) ,always,倉木麻衣
空から降る一億の星 (2002) ,Smile(スマイル),Elvis Costello(エルヴィス・コステロ) … オリジナルは、チャーリー・チャップリン作曲。『
たそがれ清兵衛 The Twilight Samurai (2002) ,決められたリズム,井上陽水
ぼくらの七日間戦争 (1988) ,SEVEN DAYS WAR,TM NETWORK
少年時代 (1990) ,少年時代,井上陽水
奇跡の人 (1998) ,僕はここにいる,山崎まさよし
ドーソンズ・クリーク Dawson's Creek (1998) ,I don't want to wait(アイ・ドント・ウォント・トゥ・ウェイト),Paula Cole(ポーラ・コール) … サントラ14曲目に収録。『
東京ラブ・シネマ Tokyo Love Cinema (2003) ,恋するふたり,大滝詠一
ランチの女王 (2002) ,Joy to the World(ジョイ・トゥ・ザ・ワールド),Three Dog Night(スリー・ドッグ・ナイト) … アルバム「
危険な関係 (1999) ,THERE MUST BE AN ANGEL,井手麻理子
太陽は沈まない (2000) ,グッバイ・イエロー・ブリック・ロード,エルトン・ジョン
リップスティック Lipstick (1999) ,フレンズ,REBECCA
眠れる森 A Sleeping Forest (1998) ,カムフラージュ,竹内まりや
アフリカの夜 (1999) ,Breakin' out to the morning,SPEED
成田離婚 (1997) ,Sunny day Holiday,松任谷由実
ロングラブレター・漂流教室 (2002) ,"LOVELAND,ISLAND",山下達郎
いつもふたりで (2003) ,Always,光永亮太
カバチタレ (2001) ,ドゥー・ユー・リメンバー・ミー,キタキマユ
タブロイド (1998) ,BE WITH YOU,GLAY
きらきらひかる (1998) ,ニシエヒガシエ,Mr.Children
Days (1998) ,さすらい,奥田民生
彼女たちの結婚 (1997) ,FACE,globe
世界で一番熱い夏 (2001) ,翼がなくても,COLOR
君の手がささやいている (1997) ,I Just Called To Say I Love You(心の愛),Stevie Wonder(スティーヴィー・ワンダー) … 映画『
ムコ殿 (2001) ,7 TRUTHS 7 LIES～ヴァージンロードの彼方で,松任谷由実
ビーチボーイズ BEACH BOYS (1997) ,Forever,反町隆史 with Richie Sambora
オーバータイム OVER TIME (1999) ,そのスピードで,the brilliant green
ボーイハント (1998) ,oh-darling,convertible
ラブ コンプレックス (2000) ,Free,反町隆史
人にやさしく (2002) ,夢,ザ・ブルーハーツ
ぽっかぽか (1994) ,しあわせまだかい,楠瀬誠志郎
ぽっかぽか2 (1995) ,しあわせまだかい,楠瀬誠志郎
ぽっかぽか3 (1996) ,しあわせまだかい,楠瀬誠志郎
プリティガール (2002) ,シャンティ,島谷ひとみ
CSI:科学捜査班 CSI: Crime Scene Investigation (2000) ,Who Are You(フー・アー・ユー),The Who(ザ・フー)
101回目のプロポーズ (1991) ,SAY YES,CHAGE &amp; ASKA
夢のカリフォルニア (2002) ,街,堂本剛(作詞・作曲・唄)
フルハウス Full House (1987) ,Everywhere You Look,ジェシー・フレデリック
恋愛寫眞 Collage of our Life (2003) ,2000トンの雨,山下達郎 … アルバム「GO AHEAD!」、Maxiシングル「2000トンの雨(2003 New Vocal Remix Version)」に収録。
愛なんていらねえよ、夏 (2002) ,Life,池田綾子
イヴのすべて All About Eve (2000) ,JEWEL SONG,BOA
雨のエトランゼ Un beau monstre (Love Me Strangely) (1970) ,Stay(雨のエトランゼ),Wallace Collection
冬のソナタ (冬の恋歌) Winter Song of Love (2002) ,最初から今まで,Ryu(リュウ)
"キューティ・ブロンド/ハッピーMAX (キューティ・ブロンド2) Legally Blonde 2: Red, White & Blonde (2003) ",We Can(ウィー・キャン),LeAnn Rimes(リアン・ライムス) … サントラ1曲目に収録。
スイート・スイート・ゴースト Sweet Sweet Ghost (2000) ,ding ding (doo ron ron ron),小島麻由美
悪霊島 (1981) ,Let It Be(レット・イット・ビー),The Beatles(ザ・ビートルズ)
ウォーターボーイズ WATER BOYS (2003) ,虹,福山雅治
白線流し 19の春 (1997) ,空も飛べるはず,スピッツ
白線流し 二十歳の風 (1999) ,空も飛べるはず,スピッツ
白線流し 旅立ちの詩(うた) (2001) ,空も飛べるはず,スピッツ
探偵物語 (1983) ,探偵物語,薬師丸ひろ子
ラブストーリー Love Story (2001) ,遙か,スピッツ
ラブ ジェネレーション Love Generation (1997) ,幸せな結末,大滝詠一
ロングバケーション Long Vacation (1996) ,LA・LA・LA LOVE SONG,久保田利伸 with NAOMI CAMPBELL
若者のすべて ～STAY GOLD～ (1994) ,Tomorrow never knows,Mr.Children
正義は勝つ (1995) ,愛までもうすぐだから,織田裕二
黒い家 The Black House (1999) ,chronopsychology,m-flo
僕だけのマドンナ (2003) ,涙の海で抱かれたい～SEA OF LOVE～,サザンオールスターズ
南くんの恋人 (1994) ,友達でいいから,高橋由美子
元カレ Motokare (2003) ,薄荷キャンディー,Kinki Kids
STAND UP!! (2003) ,言葉より大切なもの,嵐
ザ･シェフ (1995) ,CHASE THE CHANCE,安室奈美恵
おそるべしっっ!!!音無可憐さん (1998) ,ハピネス,deeps
傷だらけのラブソング (2001) ,STARS,中島美嘉
動物のお医者さん (2003) ,朝陽の中で微笑んで,諫山実生
眠らない街 新宿鮫 (1993) ,眠らない街,田中美奈子
キム・ポッシブル Kim Possible (2002) ,"Call Me, Beep Me! (The Kim Possible Song) ～ コール・ミー，ビープ・ミー！",Christina Milian(クリスティーナ・ミリアン)
東京ラブストーリー Tokyo Love Story (1991) ,ラブ・ストーリーは突然に,小田和正
ひとつ屋根の下 (1993) ,サボテンの花,財津和夫
ひとつ屋根の下2 (1997) ,サボテンの花,チューリップ
いつかまた逢える (1995) ,あなただけを～Summer Heartbreak～,サザンオールスターズ
愛という名のもとに (1992) ,悲しみは雪のように,浜田省吾
妹よ (1994) ,めぐり逢い,CHAGE &amp; ASKA
14ヶ月～妻が子供に還っていく～ (2003) ,幸せの表現,GABALL、小室哲哉(作詞・作曲・プロデュース)
らせん (1999) ,誰がために鐘は鳴る,rough laugh
男はつらいよ フーテンの寅 (1970) ,男はつらいよ,渥美清(唄)、星野哲郎(作詞)、山本直純(作曲)
天使の牙 B.T.A. (2003) ,Not Gonna Get Us(ノット・ゴナ・ゲット・アス),t.A.T.u.
ブラックジャック スペシャル～命をめぐる4つの奇跡～ Black Jack (2003) ,ROOT,B'z … アルバム「BIG MACHINE」に収録。
甘い結婚 (1998) ,Time goes by,Every Little Thing
ハウルの動く城 Howl's Moving Castle (2004) ,世界の約束,倍賞千恵子
ミスター・ルーキー Mr. Rookie (2002) ,バカだから,ウルフルズ … アルバム「
よい子の味方 新米保育士物語 (2003) ,とまどいながら,嵐
整形美人。 (2002) ,アシンメトリー,スガシカオ
チルソクの夏 (2003) ,なごり雪(2002年バージョン/韓国語バージョン),イルカ
君と出逢ってから (1996) ,夏の午後,大浦龍宇一
高原へいらっしゃい (2003) ,forgiveness,浜崎あゆみ
精霊流し (2003) ,精霊流し,さだまさし(作詞・作曲・歌)
精霊流し～あなたを忘れない～ (2002) ,精霊流し,さだまさし(作詞・作曲・歌)
お義母さんといっしょ (2003) ,nostalgia,Every Little Thing
TEAM (2000) ,風の向くまま,canna(作詞・作曲・唄)
TEAM (2001) ,風の向くまま,canna(作詞・作曲・唄)
TEAM3 (2002) ,風の向くまま,canna(作詞・作曲・唄)
TEAM4 (2003) ,風の向くまま,canna(作詞・作曲・唄)
帰ってきたロッカーのハナコさん (2003) ,元気を出して,島谷ひとみ
トリック3 TRICK (2003) ,私とワルツを,鬼束ちひろ(作詞・作曲・唄)
アルジャーノンに花束を (2002) ,ソング・オブ・バーナデッド,ジェニファー・ウォーンズ
フードファイト Food Fight (2000) ,らいおんハート,SMAP
恋文～私たちが愛した男～ (2003) ,柊,Do As Infinity
Dr.コトー診療所 (2003) ,銀の龍の背に乗って,中島みゆき
すいか (2003) ,桃ノ花ビラ,大塚愛
新宿少年探偵団 (1998) ,Can do! Can go!,ジャニーズJr. … オリジナルは、V6。アルバム「
ぼくらの七日間戦争2 (1991) ,ぼくらの七日間戦争～Seven Days Dream～,B.B.クィーンズ
DUEL 2LDK (2003) ,隣人に光が差すとき,安藤裕子
若者たち (1966) ,若者たち～空にまた陽が昇るとき,ザ・ブロード・サイド・フォー
非婚家族 (2001) ,Taste The Tears(涙のマリッジ),Amber(アンバー) … 『
修羅雪姫 (1973) ,修羅の花,梶芽衣子
ビギナー (2003) ,TOP OF THE WORLD(トップ・オブ・ザ・ワールド),THE CARPENTERS(カーペンターズ)
あなたの隣に誰かいる (2003) ,アラクレ,B'z … アルバム「BIG MACHINE」に収録。1曲目。
プセの冒険 真紅の魔法靴 Le Petit Poucet (Tom Thumb) (2001) ,La Lune Brille Pour Toi,Vanessa Paradis(ヴァネッサ・パラディ)
人造人間ハカイダー Mechanical Violator Hakaider (1995) ,WILD SIDE, 作詞：麻倉真琴/作曲、編曲：浅倉大介/歌：MODE（ファンハウス FHDH-1464） MODE - 日本の音楽グループ。メンバーはVo.高橋由妃、G.伊東正、B.平野健多、Dr.山田達也。1995年にファンハウスよりデビュー。6枚のシングル、2枚のアルバムを発表。1996年に解散した。 皆様より、熱烈なファンのあなた様より 温かいコメント・レビューお待ちしております ※コレクター利用可!!保存良好な商品です!!詳細は登録画像をご覧ください。 ※商品は当店（PM)が撮影したものであり、他店とは一切関係ございません。 ※再入荷予定はございません。現品限り!!
巌流島-GANRYUJIMA- (2003) ,キコエナイ,PULLTOP JUICE
木更津キャッツアイ Kisarazu Cat's Eye (2002) ,a Day in Our Life,嵐 … 『
特命係長 只野仁 (2003) ,川の流れのように,椿
着信アリ (2004) ,いくつかの空,柴咲コウ
サラリーマン専科 (1995) ,ミモザの咲く頃,笹本安詞≒下町兄弟 
あした天気になあれ。 (2003) ,Wanna be your girl friend,樋井明日香
g@me. (2003) ,It's all a game,ZEEBRA
美しき日々 Beautiful Days (2001) ,Behind You,Zero … サントラに収録。
マンハッタンラブストーリー Manhattan Love Story (2003) ,ラブラブマンハッタン,TOKIO(唄)、宮藤官九郎(作詞)
